Username,Retweets,Text,Mentions,Hashtags
,0,. @ TomPerez you’ve got to do a lot more than 1 tweet. The first step is stop changing eligibility rules for debates. I like what Bloomberg is doing but changing the rules so he gets on stage is a bad sign!,@,
,35,And yet you just broke your own rules and requirements for debate by allowing Republican Bloomberg on! Y’all can’t be trusted with ANYTHING! We need @ UN @ IntlCrimCourt intervention with the DNC rigging! It’s unconscionable!! @ CoryBooker @ TulsiGabbard @ AndrewYang followed,@ @ @ @ @,
,0,Bloomberg is a statist nightmare.,,
,1,People the Bloomberg that is running for president is also part of fake media Bloomberg news organization IE its his organization so beware voting for him,,
,0,"Yes Tom, please explain how you failed to apply your ""no rule breaking"" rule to change the rules and let Bloomberg buy his way into the next debate? This does not compute (unless we count the money he gave the DNC)",,
,0,"Brits will see a of change, especially when Scotland votes to un-unite with the UK and go back into the EU where it will prosper.",,
,374,bloomberg literally just bribing his way to a functional presidential campaign is the clearest possible demonstration of american political dysfunction pic.twitter.com/2hYsiU9pQ2,,
,0,This is probably a dumb question but why do people think that the DNC helping a billionaire into the primary hurts Bernie? I would think Bloomberg would be fighting Biden for votes and that would help Bernie? Am I missing something? Plez help me.,,
,0,"the only real upside to the dnc heel-turning on debate rules is that Bloomberg support will stagnate after a debate appearance, what could he possibly have to say on any given topic besides what he's spoonfed through commercials",,
,0,"Replying to @ AmyKlobuchar Wow when its a # Democrat like # Bloomberg spending millions its okay, but when a Republican like # DonaldJTrump ran, it was terrible. # Bloomberg can not shine the shoes of # DonaldJTrump when it comes to what they have done for our # country.",@,# # # # # #
,0,"There's no longstanding rule change on ""behalf"". DNC posted the rules for next debate every time ahead of time. It posted rules for Feb 5th debate, and it didn't change them. It now posted rules for Feb 19th debate. Mike Bloomberg DOESNT meet them - yet anyway.",,
,0,It’s more likely that the DNC is broke and Bloomberg offered some ridiculous amount of money to get on the stage.,,
,0,DNC exploiting that well known overlap between Bloomberg and Sanders supporters.,,
,0,I WANT TO HEAR FROM BLOOMBERG.,,
,0,I want to see if Bloomberg goes dark in Super Tuesday states after New Hampshire. https://twitter.com/nbeaudrot/status/1219698325483474944 …,,
,0,Didn’t the DNC literally change the rules just today to allow Bloomberg on the debate stage? https://twitter.com/TomPerez/status/1223386600555646979 …,,
,0,This is a trial balloon story. To gauge the response. This was put out the same day the story about them changing rule to let Bloomberg into the fray.,,
,0,Lobbing a big fat corrupt softball with Bloomberg's face on it for Bernie,,
,0,"China # coronavirus cases may be undercounted even with 3,000% surge https://www.bloomberg.com/news/articles/2020-01-31/china-virus-cases-surging-3-000-may-be-undercounting-infections … via @ business",@,#
,0,Just Bloomberg,,
,0,Bloomberg is sure as hell hiring them. So is Biden.,,
,0,Bloomberg Live about to get ratioed and have no clue why,,
,0,Not w people freaking already about Bloomberg. I'm just gonna make a post and start saying it myself. Lol,,
,0,Because Bloomberg is climbing as the Democratic Senators sit in the chamber listening to all the anger. Boy are we in a pickle in this country,,
,0,pic.twitter.com/ByyZ94Kawp,,
,0,"Yeah, I that's a possibility. I guess was thinking that the attention after Bernie wins Iowa will be focused on him, and I'm picturing a Bloomberg/Biden tag team against him.",,
,0,Can't wait until Bloomberg runs third party and torpedoes the election and you'll only have yourselves to blame again.,,
,0,Big questions looming: - How will the Democratic Party kneecap Uncle Bernie this time? He's rising in the Iowa Polls and strong in New Hampshire? - Is Bloomberg the Dems Insurance policy in case Biden stumbles? Bloomberg is trying to buy the office and the election.,,
,0,"I live in Vegas and Tom Styer has had ads here for months already. We see no one else but Styer. Oops, as I write this Bloomberg just showed up on my tv screen. Oy.",,
,0,Bernie's signature policy is M4A. I am talking about Bloomberg don't be an ass.,,
,0,Your candidate wanted Bloomberg in the debates,,
,0,All those billions cannot buy Bloomberg a spine to want to be in a debate # tytlive,,#
,0,# SenateGOPCoverup Democrat Voters are such idiots . Under their stupid noses @ DNC changed rules to allow Bloomberg on the debate stage . While not allowing Booker or Castro or Wang . They are getting another insurance policy @ BernieSanders won’t win . Your party corrupt idiots,@ @,#
,1,Hey @ TomPerez how about the debate criteria? I personally want Bloomberg on stage to get scrutiny on his many weaknesses as NYC mayor. But why didn't the new criteria include tax return disclosures?,@,
,1,They are letting # Bloomberg in because the machine is concerned about # Biden # DNC @ TomSteyer played by the rules. Refreshing to have a billionaire care about # ClimateChange and playing by the rules. Bloomberg just cuts to the front.,@,# # # #
,0,"des medias etrangers, medias sociaux depuis le depart , medias chinois , et des grands medias US seulement (WP , NYT, bloomberg ) Washington Post et Wallstreet Journal ont denoncé les errances sur les bilans faux certificats, faux diagnostic , morts hors hopital sans diagnostics",,
,0,Exactly my point. And please note that I very much dislike Bloomberg.,,
,0,You literally just changed the rules to let Bloomberg in debates. You’re a liar. Step down.,,
,0,You can actually redeem yourself by making Bloomberg sign a pact letter to financially help the winner of the Dem nomination so this bs you’re spewing is worth something after Bloomberg gets creamed in the primaries.,,
,7,"Very hard to trust you, with the change in debate requirements, the nominations to the committees and now this. Feels like you are clearing the way to embrace Bloomberg. https://twitter.com/ryangrim/status/1223337638691856385?s=21 …",,
,0,Moving goalposts? DNC changes debate requirements. # bloomberg # democrats # 2020electionhttps://www.politico.com/news/2020/01/31/dnc-shifts-debate-requirements-opening-door-for-bloomberg-110017 …,,# # #
,0,"Pigs can be ignorant. ""weidersehen""",,
,1,"Well, as I said not in love with him but, we do need a real ba**ard to beat Trump. This is as close as you can get to first hand knowledge. I had a feeling Bloomberg did not play nice and was very tough. Who knows? Whomever the nomination we have to come out swinging. This is war",,
,2,please deplatform the infamous right-wing extremist known as Michael Bloomberg,,
,1,"I would not be a police officer in NYC. Eventually, police and firefighters should move their families out of there & let the city burn down. It will serve the people of NYC right for electing Bloomberg as governor and DeBlasio as mayor. He who does not listen, MUST feel PAIN.",,
,1,You literally just changed them for bloomberg,,
,0,How would Bloomberg like it if someone greeted him by grabbing on his nose https://twitter.com/AaronBlake/status/1222271858818588674 …,,
,0,# Bloomberg pic.twitter.com/DQzXz0EfS3,,#
,0,"So, bernie poised to get iowa and n.h., imploding dems who will move to bloomberg as insurance against biden imploding and warren screaming 'no billionaire's. Can't make it up. Bring on the damn superbowl.",,
,0,"If Bernie absolutely destroys Bloomberg, the media will STILL spin it as Bernie having an off night or something. Bloomberg on the debate stage just legitimizes the media incessantly talking about Bloomberg.",,
,0,what did the DNC do that was corrupt? if it's the bloomberg thing... i mean it's annoying but also it's not corrupt? or special interests? or hypocritical? im confused,,
,0,That's a crazy ass take bro lol nobody voting for Bloomberg,,
,0,"@ DNC You will fucking LOSE if you change the rules and nominate Biden or Bloomberg. AMERICA IS TIRED OF BILLIONAIRES AND THEIR FRIENDS. Y'all must enjoy losing and throwing the country away for no reason, I guess.",@,
,0,It is strange that they are changing the rules for Bloomberg.,,
,0,But Bloomberg has a great ad too. https://twitter.com/CatLove2All/status/1223349497524154370 …,,
,0,Have you heard of a guy named Mike Bloomberg from New York?,,
,0,Your candidate wanted Bloomberg in the debates https://twitter.com/JulianCastro/status/1223390984681283590 …,,
,1,"I want to LOL at that, but I'm still LOL'ing at the idea that Bloomberg made contributions to computer science. This guy would be happier being a Musk fanboy. At least then someone would take this nonsense seriously.",,
,0,So you like Bloomberg in this race?,,
,1,Bloomberg: Cláusula oculta libraría a Venezuela de intereses de deuda http://bit.ly/37RnBLe pic.twitter.com/1ZU2rmoGsK,,
,0,Sanders has a nationally broadband plan to help rural communities.,,
,0,"Dear @ TomPerez , we Dems have been thru enough! Do not start with your east coast elite bs. Bloomberg does NOT belong at the debate! The American people want Bernie Sanders. Don’t do this again. Let us happen organically! These $ people have ruined the middle class! pic.twitter.com/RfUxX26esQ",@,
,0,"Why can't Bloomberg just offer a million dollars to everyone who votes for Bernie? Clearly, buying votes should now be OK.",,
,0,Bloomberg is the opposite of a short king whatever that is,,
,0,The Democrats are racist? All because of Bloomberg's money. https://www.thegatewaypundit.com/2020/01/wow-democrats-change-rules-to-allow-bloomberg-on-stage-for-debates-but-blocked-booker-and-castro-with-same-rule-sounds-racist/ …,,
,0,"'Definition of a Rigged System,' Says Sanders Campaign After DNC Changes Debate Rules for Billionaire Latecomer Mike Bloomberg | Common Dreams News ⁦ @ DNC⁩ ⁦ @ ProgMillennials⁩ -this is their backup plan! ⁦ @ MikeBloomberg⁩https://www.commondreams.org/news/2020/01/31/definition-rigged-system-says-sanders-campaign-after-dnc-changes-debate-rules …",@ @ @,
,0,Why did you change rules for Bloomberg and not Booker?,,
,0,What does that have to do with them changing the rules to allow Bloomberg on the debate stage?,,
,1,I wonder how many millions Bloomberg promised to give to the DNC so they would change the debate rules.... # TYTLive # CORRUPTION # Bloomberg2020,,# # #
,0,"Zipity do dah And he sells them when? And pays HOW much in INCOME TAX on them? It will be his kids that pay the taxes when he's dead, not now when the bills are due! Interest lost to us, but gained by him and his kids... Again.",,
,0,"Also note, not a surprise DNC letting Bloomberg buy way into debates. DLCers/DNCers have learned their lessons from Glengarry Glen Ross quite well: Always be closing. ALWAYS be closing.",,
,0,“Imagine a hypothetical world where Bloomberg bought himself 30 percent and he’s the frontrunner in the polls. Would you really not think voters would want to hear what he has to say and see him get some scrutiny on the debate stage?” Green asked.,,
,0,There was a rule that you had to have a certain amount of individual contributions to your campaign to be allowed on the debate. Bloomberg isn’t taking donations so he can’t meet that rule so he wouldn’t be in the debates. That’s what’s changed,,
,0,stuff Bloomberg in a lockerand dint let him out until november wtf is he gonna do,,
,0,# BernieOrBust guess Hillary and Bloomberg have a plan?,,#
,0,"The # DNC be like: we took away your western omelette and gave you gruel. If you don't want to eat your gruel, then you must hate America. The sheer ratfuckery of the DNC rigging the rules to let Mike Bloomberg get on the debate stage is ridiculous, but not unexpected.",,#
,0,"Does Warren think she’s ready to go against Bloomberg on the debate stage, because she’s not. She is already up against a people with executive experience and she adds another. That billionaire tears line will make her look even smaller.",,
,0,"Let’s recap, In span of a week @ DNC changed rules so Bloomberg could get in the debates after telling Booker they couldn’t change the qualification thresholds, added a committee member that’s openly anti-Bernie and ran ad, & members now discussing rule changes to stop Bernie.",@,
,0,Bloomberg if you can stop this farce of a trial and save democracy I’ll vote for you,,
,0,"Black families on average have 10 times less wealth than the average white family, most of that disparity could be attributed to home ownership.",,
,1,Don’t need to donate to u. Bloomberg already given you everything u need.,,
,0,Bloomberg is done the moment someone challenges him in a debate # tytlive,,#
,0,A @ ThirdWayKessler neoliberal hack like Bloomberg jut bought his way into the debates. Go away into the woods with @ HillaryClinton and @ TomPerez you rather have Trump as President than Bernie. It’s clear.,@ @ @,
,1,"DNC breaks own rules to help Bloomberg, then mulls breaking rules again to allow superdelegates to vote on the first ballot — the only reason being their desire to crush Bernie if he wins the primary. The DNC is still rigged, kids. pic.twitter.com/ZPMacVYFsB",,
,0,Making it up as they go.,,
,0,'Rigged': Bernie Sanders camp rips DNC change giving Bloomberg an opening to debate https://washex.am/31dZaoq,,
,0,Bloomberg dam,,
,0,Bloomberg Global News https://youtu.be/dp8PhLsUcFE via @ YouTube,@,
,0,You literally just changed the rules because Bloomberg’s campaign is drowning. Nobody trusts you.,,
,0,I'm not paranoid Bloomberg is not going to pull votes from Bernie. It is sad that you cannot see corruption when its right in front of your face.,,
,0,you changed the rules for Bloomberg after accepting his 300k bribe https://twitter.com/ryangrim/status/1223337638691856385?s=19 …,,
,0,"Coronavirus will hammer Hong Kong home prices, # FoxNews # BBCNews # bloomberg # QAnon # tcot # CNBC https://www.scmp.com/property/hong-kong-china/article/3048355/double-whammy-coronavirus-and-protests-about-send-hong … via @ scmpnews",@,# # # # # #
,0,Why’d you change the debate rules to let Bloomberg in then Tom? https://twitter.com/TomPerez/status/1223386600555646979 …,,
,0,"Can we just call this the ""Bloomberg Rule"" or go with ""Catering to the Wealthy Old White Billionaire"" even when demonizing his ""Ilk""? CHOOSE https://twitter.com/ShotsRangOut/status/1223391903632089088 …",,
,0,"""We will not change our rules"" ....unless its to let Bloomberg on the debate stage https://twitter.com/TomPerez/status/1223386600555646979 …",,
,1,"AND Democrats are mad AT DEMOCRATS for changing the debate rules to NOW allow Bloomberg after previously refusing to accommodate their own candidates of color, Booker & Castro. Maybe this will just further help Democrats realize what hypocrites Democrats are! # WalkAway",,#
,0,"The @ DNC refused to change the rules to allow diverse candidates to stay in the debates, but now they are dropping certain requirements to help Bloomberg get on stage. Billionaires always get what they want. The Democratic establishment is corrupt.",@,
,0,"Man alive, if they threaded the needle on Bloomberg and he won somehow, won all the super tuesday states or whatever his stupid plan is, if they kneecapped Sanders for a billionaire to come and jus cheese the nom, the Democrats would never win an election again. The US would fall",,
,0,You literally just changed the debate rules to accommodate Bloomberg. https://www.inquisitr.com/5866840/dnc-debate-requirements-michael-bloomberg/ …,,
,1,Bloomberg doesn't want to be in the debates because he cant answer in meme! # TYTLIVE,,#
,0,Let me look at this when I’m back on Bloomberg. But it kind of looks like you’re reverse engineering the new back to the old. But let me look at it a bit.,,
,0,Great but the DNC suddenly changed the rules Bloomberg's in debate Why BLOOMBERG but when Yang asked it was ignored ! Bad guys what to do ??? https://twitter.com/WomenforYang/status/1223378750987014145 …,,
,0,Bloomberg is a Republican.,,
,0,oh get lost,,
,0,Except it was the lefties demanding Bloomberg be allowed on the debate stage - surprise. You guys are still the same clickbait clowns you were in 2016.,,
,0,"Might explain why they are doing it. Wanna get Bloomberg there to go to town on him for this, but still pretty weak move imho. https://twitter.com/djjohnso/status/1223352513862213634?s=21 …https://twitter.com/djjohnso/status/1223352513862213634 …",,
,0,"# TYTLive It's possible David is right, but King Mike's never run away from a debate he can buy before (lifelong NYer, I've seen him do it). The DNC is dying to get in bed with Bloomberg and dump all the other centrists once that's done. Stopping Bernie is the key priority here.",,#
,0,@ SpecialReport Here is the correct way to look at the Democrat polls: 78% of Democrats DO NOT want Biden to be President. 74% of Democrats DO NOT want Bernie to be President 92% of Democrats DO NOT want Bloomberg to be President 99% of Democrats have no interest in any candidate,@,
,0,"He added, ""When he is silent — and even supportive, through his words and tweets — as racist groups spread hate, he puts the public safety of our communities at risk."" 'Mike Bloomberg rallies Jewish voters with speech decrying nativism' https://www.cbsnews.com/news/mike-bloomberg-rallies-jewish-voters-with-speech-decrying-nativism/ …",,
,16,Didn’t they just change the rules to let Bloomberg in the debate after he gave money? Who believes them?,,
,0,"@ realDonaldTrump I am a refugee from Laos and have lived my life in the US for 42 years. I am a Republican running for Mayor of Stockton, CA this 2020 election. Our current mayor is campaigning for M. Bloomberg in New York while the city is suffering. We need your help.",@,
,0,"""When the president calls his supporters 'real Americans' – an echo of the language that nativists, anti-Semites, and the KKK used for many decades, he undermines our fundamental national values,"" Bloomberg said.",,
,1,Michael Bloomberg just bought his way into the debate stage for the Democrats having a multibillionaire influence the rules that the Democrats had set forth gives you a fairly good idea of how unreliable Democrats They simply don’t want Bernie,,
,0,"This doesn't mean their aren't poor white families either, it's just that they weren't specifically targeted because of their race. There is a class inequality which includes people of all races but within that inequality there is also a racial inequality.",,
,0,"Boy, the @ DNC sure doesn't want anybody but Biden or Bloomberg to win.",@,
,0,Say what you want about Bloomberg but he and Shitbaby absolutely despise each other and the fights will be epic. Trump won’t debate him.,,
,0,Mike Bloomberg Gave the DNC $300K Two Days Before He Entered the 2020 Race https://www.vice.com/en_us/article/z3bmjx/mike-bloomberg-gave-the-dnc-dollar300000-two-days-before-he-entered-the-race?utm_campaign=sharebutton … via @ vice,@,
,5,Dems goin outta their way to put this Bloomberg man on the stage. What is going on??? pic.twitter.com/S6TSi0n8hH,,
,0,seems like it's an attempt to artificially strengthen the hand of anyone but Sanders? idk. also weird to me. helps bloomberg though,,
,0,Great. So bounce Bloomberg from the stage too then. https://twitter.com/TomPerez/status/1223386600555646979 …,,
,2,"Adam Green from the PCCC who supports Warren literally requested this change to make sure Bloomberg got challenged on staff. It’s bullshit, sure, but your team called for it. https://www.bloomberg.com/news/articles/2020-01-28/democrats-are-calling-on-dnc-to-allow-bloomberg-to-join-debates …",,
,0,So today we learned: (1) The DNC changed the rules to get Bloomberg on stage while kicking off Andrew Yang (also after Bloomberg made big donations to DNC) (2) DNC members are trying to undo the post-2016 rules to stop Sanders at the convention # NotMeUshttps://www.politico.com/news/2020/01/31/dnc-superdelegates-110083 …,,#
,0,"I agree and I think Bloomberg’s entire campaign is a disgrace. But the DNC was in a tough spot. The choices were: leave the donor qualification in and allow a billionaire to continue to rise in the polls without facing any scrutiny or change them. Either way, a shitty situation",,
,3,"Bernie, on the debate stage: ""I'd like to thank comrade Bloomberg for his dedication to keeping an up-to-date list of billionaires on the internet. it is work like this that makes our revolution possible.""",,
,1,Demoncrats better find a way to finagle Bloomberg onto the card like they did with Hillary. He's their only hope,,
,0,Bloomberg bribed his way onto the debate stage FTFY,,
,0,Wouldn't this hurt Biden more than anyone else? Or is the DNC hoping Bloomberg is such a debate dynamo that he surges to the top of the polls? https://twitter.com/politico/status/1223325410261377031 …,,
,0,except for Bloomberg,,
,1,The DNC changing rules to accommodate Mini Mike Bloomberg is proof they know Quid Pro Joe can’t make it & Bernie can!! # Panic,,#
,2,"SO NOW RULES ARE CHANGED FOR BILLIONAIRES,JUST NOT TRUMP,DEMOCRATS ARE NOW TRYING TO BUY THE ELECTION, # WAKEUPAMERICANS THIS IS OUR ONLY CHANCE TO RIGHT THIS SHIP ,UNDER TRUMP THE MAN FOR AMERICANS,BLOOMBERG WANT TO ABOLISH CONSTITUTION!!",,#
,0,"Coupled with their rule changes to get Bloomberg in the debates, yeah they're cooked",,
,0,Bloomberg was also a republican.,,
,0,BLOOMBERG HAS ALREADY BOUGHT THE DNC (whether final payment made or not). TAKE DECISIVE ACTION (NOT WORDS) and prevent the un-measurable global impact that will directly result from the Democratic Party imploding due to your actions. We are not as stupid as you are.,,
,1,"Cut the crap. You Democrats are the ones who want a dictatorship. You guys want control what’s said in tweets,Warren, Bloomberg wants to control what people do through taxes and Sanders campaign staff want re education camps and promise violence if Sanders doesn’t get nomination.",,
,0,So... how’s Bloomberg getting on the debate stage then? https://twitter.com/TomPerez/status/1223386600555646979 …,,
,0,"I'm probably wrong. When Warren and Bernie agree on something it's usually right lol. I just hate to see Bloomberg coasting without debates. I don't think the DNC had a good option, and as someone else said, when you get to a certain height of polling, the voters deserve a look.",,
,0,"Hey Tom, can you explain how you're not going to change the rules the same day that the DNC changed the rules to allow Bloomberg to attend the debates?",,
,1,You bended the rules as chairman of the DNC to allow Bloomberg in the debates lmao...,,
,0,You literally just changed the rules to allow Bloomberg to buy his way on stage at the next debate. You literally just stacked the DNC committees with establishment figures. Please excuse us if we don’t believe you.,,
,0,You mean the same Mike Bloomberg who changed parties? He was hardly a traditional Republican. Rudy did some good things. Other than that it has been Dems.,,
,0,"this is a bad take. All the reporting is that leftists (including Warren) were afraid Bloomberg was getting a free pass. If anything, this is designed to hurt Bloomberg",,
,16,“Progressive allies of Elizabeth Warren have approached the Democratic National Committee to lobby for an unusual cause: including billionaire Mike Bloomberg in upcoming presidential primary debates.” https://twitter.com/ewarren/status/1223389175468249088 …,,
,0,Mike Bloomberg Accused of Buying DNC After Debate Change https://www.mediaite.com/election-2020/dnc-blasted-for-debate-rule-change-expected-to-benefit-bloomberg/ …,,
,0,Mike Bloomberg Gave the DNC $300K Two Days Before He Entered the 2020 Race https://www.vice.com/en_us/article/z3bmjx/mike-bloomberg-gave-the-dnc-dollar300000-two-days-before-he-entered-the-race … # SmartNews,,#
,0,Does Bloomberg really want to raise taxes on the poor?!,,
,1,Not a fan pf Bloomberg: Bloomberg's insane spending could box his rivals out of key ad markets https://www.motherjones.com/politics/2020/01/bloombergs-insane-spending-could-box-his-rivals-out-of-key-ad-markets/ … via @ MotherJones,@,
,0,You changed the rules to let Bloomberg in the debate after he gave you money. No one believes you,,
,0,This american exceptionalism haze that people are in needs to fade; the democratic elections are rigged (Bloomberg) and the impeachment process has (unsurprisingly) lead us back to square one. Where is # PoderPopular when you need it?https://www.politico.com/news/2020/01/31/dnc-shifts-debate-requirements-opening-door-for-bloomberg-110017 …,,#
,0,"Granted. This is a problem that cannot afflict Bloomberg, of course.",,
,0,"as someone who lived through the absolute annoyance of bloomberg as a kid in the nyc public school system, this digusts me",,
,0,"Bloomberg: Apple will start making a smaller, cheaper iPhone in February https://www.devicedaily.com/pin/bloomberg-apple-will-start-making-a-smaller-cheaper-iphone-in-february/ …pic.twitter.com/5LiLtTKPeB",,
,0,Bloomberg is just buying the @ DNC. # YangGanghttps://twitter.com/MkAmrADmcryAgn/status/1223345143563964416 …,@,#
,0,bloomberg give me a million dollars challenge,,
,0,Can we all just boo and catcall whenever Bloomberg tries to talk?,,
,0,"The DNC hasn't gotten the hint that nobody wants Michael ""Trump-lite"" Bloomberg. Also, FUCK BLOOMBERG. https://twitter.com/politico/status/1223325410261377031 …",,
,0,That Bloomberg should have to face scrutiny from other candidates,,
,0,Bloomberg buying the DNC! But they are pretty cheap! https://twitter.com/Can2geterdone/status/1223369768276611073 …,,
,0,"Nothing to see here we knew this would be the outcome because we are dealing with it totally corrupt government who has no morals. I’m sorry, but Bloomberg is the only one who can beat trump.",,
,0,You just changed the rules to get Yang off the stage and let bloomberg on YOU are what’s wrong with the Democratic Party,,
,0,Bloomberg is now officially in the debate ring. Rules change midstream allowing the billionaire worth 61.5 Billion dollars to participate. Would you call that a rigged system? https://www.washingtonpost.com/politics/iowa-caucuses-2020-latest-updates/2020/01/31/a9ba59f6-439e-11ea-b5fc-eefa848cde99_story.html …,,
,14,"Mike Bloomberg gives tons of money to the same Republicans protecting Trump. He gave Lindsay Graham $250,000 in 2014. He gave Pat Toomey $12,000,000 in 2016. # BloombergsTaxes # ImpeachmentTrialSham https://www.google.com/amp/s/www.nytimes.com/2019/11/26/us/politics/michael-bloomberg-republicans-donations.amp.html …pic.twitter.com/Xq3Q4nEegn",,# #
,0,"Rich white # Bloomberg get # DNC to changes rules in order to screw # Bernie again. # Booker and # Castro asked to lower threshold to allow more diversity, they were denied. Time to support # Republicans.",,# # # # # #
,0,"They are trying to hurt Bernie, bit you are right. It will help him. And Bloomberg is going his as wooped worse than Delaney did. Bernie is a pro. Bloomberg is totally new to debating. Anyway, Bloomberg has too many conflicts of interest to be president.",,
,1,"YES! DNC overhauls debate requirements, opening door for Bloomberg https://politi.co/2tYyCM4 via @ politico",@,
,1,Bloomberg spent 200 million on ads and unknown amount to DNC to buy his way onto the debate stage. Now that's breath taking news.,,
,0,"Bloomberg? He was a Republican, yeah, but then she changed to Independent and then to Democrat. But you are correct that he was a Republican.",,
,0,Uh huh. Yet you changed the rules to allow Bloomberg into the debate stage.,,
,4,The DNC changing debate rules to let in billionaire Bloomberg is not a win. I thought the rules were set up to stop this from happening without public support. It makes me SICK.,,
,1,"BLOOMBERG IS WORTH $60 BILLION. 3% OF HIS WEALTH BUYS LARGEST PRES. CAMPAIGN WARCHEST IN HISTORY. 4% ALLOWS HIM TO MATCH 2016 TOTAL PRESIDENTIAL CAMPAIGN SPENDING, BY BOTH CANDIDATES AND ALL OUTSIDE PARTIES. TO DEFEAT A TAX-AND-GIVE-HEALTHCARE SUBVERSIVE IT JUST MAKES SENSE!",,
,0,The silver lining is # Bloomberg will need to face # BernieSanders2020. https://twitter.com/kai_newkirk/status/1223386763206578176 …,,# #
,0,Guess this explains why PCCC and @ AdamGreen were working to get Bloomberg on the debate stage.,@,
,0,May I also point out that the person who asked the DNC about Bloomberg does not work with the campaign but with a PAC. Warren has consistently criticized Bloomberg and no one from her actual campaign has asked for this.,,
,0,"While you're not *wrong,* generally, you are specifically as applied to Bloomberg. He does not stand a chance to win the nomination. He simply doesn't. pic.twitter.com/lt2X4gNs3b",,
,0,U.S. candidate Bloomberg spent $200 million of own wealth on presidential bid in 2019 https://reut.rs/2tfExf6,,
,13,"It wasn’t just the great British public that was desperate to finish off Brexit. Europe, it appears, is also keen to move on.https://trib.al/mYR5VIw",,
,0,Bloomberg sure is a Dem. Was one in the 90s too. Then a good ol Republican. Then an Independent. And now back to being a Dem. Whatever is most convenient at the time. This country is a joke. Only 2 viable parties with hardly any policy difference. You can just keep switching.,,
,0,And WHEN will Bloomberg venture out of hiding to admit that he's scared of Trump?? https://twitter.com/rvpneves/status/1222973391130357760 …,,
,0,Bloomberg Cites Trade War as 'Failure of Our Government' https://youtu.be/xY7mqKjQdGw via @ YouTube,@,
,0,That same black family was spending that same amount of money in rent over that same period. It has an impact on this generation because they didn't inherit a home.,,
,0,Biden isn’t gonna work out. Klobuchar failed. Pete failed. Bloomberg is their only hope. https://twitter.com/chrisgeidner/status/1223330664801558528 …,,
,21,U.S. candidate Bloomberg spent $200 million of own wealth on presidential bid in 2019 https://reut.rs/2Uat23P pic.twitter.com/Cy0NvfGoWW,,
,0,Right. How much did Bloomberg pay you to allow him on the stage after more legitimate public servants have dropped out. What a disappointment the @ DNC is. Not acceptable,@,
,1,"Do people really think that Mike Bloomberg can’t meet the donor threshold? Of course, he can. He’s choosing not to take donations. What is the difference? He could right now ask for $1 donations and he would meet the threshold for the debate.",,
,0,Wtf is up with changing the debate threshold so Bloomberg could get in?!?,,
,0,I think they gave everyone on the next debate stage the middle finger by allowing the Bloomberg buy in.,,
,0,@ TomPerez Do NOT allow Bloomberg on the debate stage! This is NOT OK!,@,
,0,How Bloomberg got into the upcoming debates pic.twitter.com/T6Vpa4eFdX,,
,0,No Bloomberg why are they changing the rules to allow him in the debate! Money talks corruption rules!,,
,1,"""We WiLl NoT cHaNgE oUr Rules"" Allows Bloomberg in after his donations to the DNC # FuckTheDNC and # FuckTomPerez",,# #
,2,when bloomberg got in there was a lot of supposition he wanted to act as a spoiler for left-wing candidates but he's only helped them with his presence and is probably going to continue to do so. somebody should check the DSA upper west side rolls for a blike moomberg,,
,0,Why would changing the rules to allow Bloomberg in the debates equal cheating Bernie? He might still be the nominee. I am voting blue no matter who,,
,0,"Lmao, DNC just removed the donor threshold so Bloomberg could be in the debates.",,
,1,Mike Bloomberg Gave the DNC $300K Two Days Before He Entered the 2020 Race # SmartNewshttps://www.vice.com/en_us/article/z3bmjx/mike-bloomberg-gave-the-dnc-dollar300000-two-days-before-he-entered-the-race …,,#
,0,Doing a PR stunt photo op with Bloomberg is not a good way to start that process Stacey,,
,0,Why is Michael Bloomberg?,,
,0,"DNC Loosens Rules for Nevada’s Democratic Debate, Potentially Including Bloomberg - https://www.usnews.com/news/elections/articles/2020-01-31/dnc-loosens-rules-for-nevadas-democratic-debate-potentially-including-bloomberg …",,
,0,Admit it. Bloomberg bought the DNC.,,
,7,“Progressive allies of Elizabeth Warren have approached the Democratic National Committee to lobby for an unusual cause: including billionaire Mike Bloomberg in upcoming presidential primary debates.”,,
,0,"You changed the debate rules for Mike ""Stop and Frisk"" Bloomberg but wouldn't let Tulsi or Yang on the stage? Does the DNC have a problem with POC? Or do you just hate democracy? # Bernie2020 # IStandWithTulsi",,# #
,0,We need Bloomberg and other progressive billionaires to help key states with funding to secure the voting process. Every bit of it.,,
,0,Who the fuck cloned Trump?!,,
,0,I personally want to hear more about Bloomberg's open office plans for the West Wing https://twitter.com/RebeccaBuck/status/1223323507058184194 …,,
,0,You can have billions and you can’t buy votes. Look at poor Bloomberg.,,
,1,Mini Mike # Bloomberg # SpecialReportpic.twitter.com/8fgKfn1uCn,,# #
,0,Imperative that we KEEP the Senate AND take back the House!! Please show your support not only with your vote but with your pocketbook too!! We must fight the Bloomberg dollars being thrown against us!!,,
,0,"You legitimately just fucking changed your rules so Bloomberg could debate, but wouldn't when any of the more diverse candidates were still in the race, but okay Tom. https://twitter.com/TomPerez/status/1223386600555646979 …",,
,0,Imagine thinking Bloomberg is that candidate.,,
,0,"On Nevada? No, Bloomberg isn't",,
,0,There are benefits of “closed” and open systems. If you had a CS background you’d know that Bloomberg and similar companies such as Apple have made open source products that power the web and bring computation closer to everyone. Don’t discount and character assassinate.,,
